1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
335, swamp, minecraft:swamp, MONSTER, dungeons_mobs:wraith, 10, 1, 1
336, swamp, minecraft:swamp, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
337, swamp, minecraft:swamp, MONSTER, geode:redstonegeode, 30, 1, 1
338, swamp, minecraft:swamp, MONSTER, geode:quartzgeode, 45, 1, 1
339, swamp, minecraft:swamp, MONSTER, geode:lapisgeode, 35, 1, 1
340, swamp, minecraft:swamp, MONSTER, geode:irongeode, 40, 1, 1
341, swamp, minecraft:swamp, MONSTER, geode:goldgeode, 35, 1, 1
342, swamp, minecraft:swamp, MONSTER, geode:glowstonegeode, 45, 1, 1
343, swamp, minecraft:swamp, MONSTER, geode:emeraldgeode, 45, 1, 1
344, swamp, minecraft:swamp, MONSTER, geode:diamondgeode, 25, 1, 1
345, swamp, minecraft:swamp, MONSTER, geode:coalgeode, 50, 1, 1
346, swamp, minecraft:swamp, MONSTER, mowziesmobs:grottol, 10, 1, 1
347, swamp, minecraft:swamp, MONSTER, alexsmobs:centipede_head, 10, 1, 1
348, swamp, minecraft:swamp, MONSTER, alexsmobs:centipede_head, 10, 1, 1
349, swamp, minecraft:swamp, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
350, swamp, minecraft:swamp, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
351, swamp, minecraft:swamp, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
352, swamp, minecraft:swamp, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
353, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
354, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
355, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
356, swamp, minecraft:swamp, CREATURE, minecraft:cow, 10, 4, 4
357, swamp, minecraft:swamp, CREATURE, alexsmobs:crocodile, 40, 1, 2
358, swamp, minecraft:swamp, CREATURE, alexsmobs:shoebill, 10, 1, 2
359, swamp, minecraft:swamp, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
360, swamp, minecraft:swamp, CREATURE, alexsmobs:crocodile, 40, 1, 2
361, swamp, minecraft:swamp, CREATURE, alexsmobs:shoebill, 10, 1, 2
362, swamp, minecraft:swamp, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
363, swamp, minecraft:swamp, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
364, swamp, minecraft:swamp, CREATURE, ars_nouveau:sylph, 10, 1, 1
365, swamp, minecraft:swamp, CREATURE, ars_nouveau:drygmy, 10, 1, 1
366, swamp, minecraft:swamp, CREATURE, betteranimalsplus:crab, 10, 1, 3
367, swamp, minecraft:swamp, CREATURE, betteranimalsplus:moose, 10, 1, 1
368, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
369, swamp, minecraft:swamp, AMBIENT, supplementaries:firefly, 10, 5, 9
370, swamp, minecraft:swamp, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
371, swamp, minecraft:swamp, AMBIENT, alexsmobs:fly, 10, 2, 3
372, swamp, minecraft:swamp, AMBIENT, alexsmobs:cockroach, 10, 5, 5
373, swamp, minecraft:swamp, AMBIENT, alexsmobs:fly, 10, 2, 3
374, swamp, minecraft:swamp, AMBIENT, alexsmobs:cockroach, 10, 5, 5
375, swamp, minecraft:swamp, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
376, swamp, minecraft:swamp, WATER_CREATURE, minecraft:squid, 10, 1, 2
377, swamp, minecraft:swamp, WATER_AMBIENT, upgrade_aquatic:pike, 10, 1, 2
378, swamp, minecraft:swamp, WATER_AMBIENT, upgrade_aquatic:perch, 10, 1, 6
379, swamp, minecraft:swamp, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
380, swamp, minecraft:swamp, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
381, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
382, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
383, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
384, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
385, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
386, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
387, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
388, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
389, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
390, river, minecraft:river, MONSTER, dungeons_mobs:wraith, 10, 1, 1
391, river, minecraft:river, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
392, river, minecraft:river, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
393, river, minecraft:river, MONSTER, geode:redstonegeode, 30, 1, 1
394, river, minecraft:river, MONSTER, geode:quartzgeode, 45, 1, 1
395, river, minecraft:river, MONSTER, geode:lapisgeode, 35, 1, 1
396, river, minecraft:river, MONSTER, geode:irongeode, 40, 1, 1
397, river, minecraft:river, MONSTER, geode:goldgeode, 35, 1, 1
398, river, minecraft:river, MONSTER, geode:glowstonegeode, 45, 1, 1
399, river, minecraft:river, MONSTER, geode:emeraldgeode, 45, 1, 1
400, river, minecraft:river, MONSTER, geode:diamondgeode, 25, 1, 1
401, river, minecraft:river, MONSTER, geode:coalgeode, 50, 1, 1
402, river, minecraft:river, MONSTER, mowziesmobs:grottol, 10, 1, 1
403, river, minecraft:river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
404, river, minecraft:river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
405, river, minecraft:river, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
406, river, minecraft:river, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
407, river, minecraft:river, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
408, river, minecraft:river, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
409, river, minecraft:river, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
410, river, minecraft:river, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
411, river, minecraft:river, CREATURE, alexsmobs:crocodile, 40, 1, 2
412, river, minecraft:river, CREATURE, alexsmobs:platypus, 30, 1, 2
413, river, minecraft:river, CREATURE, alexsmobs:crocodile, 40, 1, 2
414, river, minecraft:river, CREATURE, alexsmobs:platypus, 30, 1, 2
415, river, minecraft:river, CREATURE, ars_nouveau:drygmy, 10, 1, 1
416, river, minecraft:river, CREATURE, betteranimalsplus:goose, 15, 2, 5
417, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
418, river, minecraft:river, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
419, river, minecraft:river, AMBIENT, alexsmobs:fly, 10, 2, 3
420, river, minecraft:river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
421, river, minecraft:river, AMBIENT, alexsmobs:fly, 10, 2, 3
422, river, minecraft:river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
423, river, minecraft:river, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
424, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
425, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
426, river, minecraft:river, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
427, river, minecraft:river, WATER_AMBIENT, upgrade_aquatic:pike, 11, 1, 2
428, river, minecraft:river, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
429, river, minecraft:river, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
430, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
431, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
432, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
433, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
434, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 13, 4, 4
435, nether, minecraft:nether_wastes, MONSTER, dungeons_mobs:fungus_thrower, 10, 3, 4
436, nether, minecraft:nether_wastes, MONSTER, dungeons_mobs:zombified_fungus_thrower, 10, 3, 4
437, nether, minecraft:nether_wastes, MONSTER, minecraft:wither_skeleton, 10, 1, 4
438, nether, minecraft:nether_wastes, MONSTER, geode:redstonegeode, 30, 1, 1
439, nether, minecraft:nether_wastes, MONSTER, geode:quartzgeode, 45, 1, 1
440, nether, minecraft:nether_wastes, MONSTER, geode:lapisgeode, 35, 1, 1
441, nether, minecraft:nether_wastes, MONSTER, geode:irongeode, 40, 1, 1
442, nether, minecraft:nether_wastes, MONSTER, geode:goldgeode, 35, 1, 1
443, nether, minecraft:nether_wastes, MONSTER, geode:glowstonegeode, 45, 1, 1
444, nether, minecraft:nether_wastes, MONSTER, geode:emeraldgeode, 45, 1, 1
445, nether, minecraft:nether_wastes, MONSTER, geode:diamondgeode, 25, 1, 1
446, nether, minecraft:nether_wastes, MONSTER, geode:coalgeode, 50, 1, 1
447, nether, minecraft:nether_wastes, MONSTER, mowziesmobs:grottol, 10, 1, 1
448, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
449, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
450, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
451, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
452, nether, minecraft:nether_wastes, MONSTER, dungeons_mobs:armored_piglin, 10, 4, 4
453, nether, minecraft:nether_wastes, MONSTER, dungeons_mobs:zombified_armored_piglin, 10, 4, 4
454, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
455, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
456, the_end, minecraft:the_end, MONSTER, geode:redstonegeode, 30, 1, 1
457, the_end, minecraft:the_end, MONSTER, geode:quartzgeode, 45, 1, 1
458, the_end, minecraft:the_end, MONSTER, geode:lapisgeode, 35, 1, 1
459, the_end, minecraft:the_end, MONSTER, geode:irongeode, 40, 1, 1
460, the_end, minecraft:the_end, MONSTER, geode:goldgeode, 35, 1, 1
461, the_end, minecraft:the_end, MONSTER, geode:glowstonegeode, 45, 1, 1
462, the_end, minecraft:the_end, MONSTER, geode:emeraldgeode, 45, 1, 1
463, the_end, minecraft:the_end, MONSTER, geode:diamondgeode, 25, 1, 1
464, the_end, minecraft:the_end, MONSTER, geode:coalgeode, 50, 1, 1
465, the_end, minecraft:the_end, MONSTER, mowziesmobs:grottol, 10, 1, 1
466, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
467, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
468, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
469, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
470, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
471, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
472, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
473, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
474, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
475, ocean, minecraft:frozen_ocean, MONSTER, thermal:blizz, 10, 1, 3
476, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:iceologer, 10, 1, 1
477, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
478, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
479, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:illusioner, 10, 1, 1
480, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
481, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
482, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
483, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
484, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
485, ocean, minecraft:frozen_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
486, ocean, minecraft:frozen_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
487, ocean, minecraft:frozen_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
488, ocean, minecraft:frozen_ocean, MONSTER, geode:irongeode, 40, 1, 1
489, ocean, minecraft:frozen_ocean, MONSTER, geode:goldgeode, 35, 1, 1
490, ocean, minecraft:frozen_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
491, ocean, minecraft:frozen_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
492, ocean, minecraft:frozen_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
493, ocean, minecraft:frozen_ocean, MONSTER, geode:coalgeode, 50, 1, 1
494, ocean, minecraft:frozen_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
495, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
496, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
497, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
498, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
499, ocean, minecraft:frozen_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
500, ocean, minecraft:frozen_ocean, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
501, ocean, minecraft:frozen_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
502, ocean, minecraft:frozen_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
503, ocean, minecraft:frozen_ocean, MONSTER, upgrade_aquatic:thrasher, 80, 1, 2
504, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
505, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
506, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
507, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
508, ocean, minecraft:frozen_ocean, CREATURE, betteranimalsplus:walrus, 10, 1, 5
509, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
510, ocean, minecraft:frozen_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
511, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
512, ocean, minecraft:frozen_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
513, ocean, minecraft:frozen_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
514, ocean, minecraft:frozen_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
515, ocean, minecraft:frozen_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
516, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
517, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
518, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
519, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
520, ocean, minecraft:frozen_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
521, ocean, minecraft:frozen_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
522, ocean, minecraft:frozen_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
523, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
524, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
525, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
526, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
527, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
528, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
529, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
530, ocean, minecraft:frozen_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
531, ocean, minecraft:frozen_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
532, ocean, minecraft:frozen_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
533, ocean, minecraft:frozen_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
534, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
535, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
536, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
537, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
538, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
539, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
540, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
541, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
542, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
543, river, minecraft:frozen_river, MONSTER, thermal:blizz, 10, 1, 3
544, river, minecraft:frozen_river, MONSTER, dungeons_mobs:iceologer, 10, 1, 1
545, river, minecraft:frozen_river, MONSTER, dungeons_mobs:wraith, 10, 1, 1
546, river, minecraft:frozen_river, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
547, river, minecraft:frozen_river, MONSTER, dungeons_mobs:illusioner, 10, 1, 1
548, river, minecraft:frozen_river, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
549, river, minecraft:frozen_river, MONSTER, geode:redstonegeode, 30, 1, 1
550, river, minecraft:frozen_river, MONSTER, geode:quartzgeode, 45, 1, 1
551, river, minecraft:frozen_river, MONSTER, geode:lapisgeode, 35, 1, 1
552, river, minecraft:frozen_river, MONSTER, geode:irongeode, 40, 1, 1
553, river, minecraft:frozen_river, MONSTER, geode:goldgeode, 35, 1, 1
554, river, minecraft:frozen_river, MONSTER, geode:glowstonegeode, 45, 1, 1
555, river, minecraft:frozen_river, MONSTER, geode:emeraldgeode, 45, 1, 1
556, river, minecraft:frozen_river, MONSTER, geode:diamondgeode, 25, 1, 1
557, river, minecraft:frozen_river, MONSTER, geode:coalgeode, 50, 1, 1
558, river, minecraft:frozen_river, MONSTER, mowziesmobs:grottol, 10, 1, 1
559, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
560, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
561, river, minecraft:frozen_river, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
562, river, minecraft:frozen_river, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
563, river, minecraft:frozen_river, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
564, river, minecraft:frozen_river, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
565, river, minecraft:frozen_river, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
566, river, minecraft:frozen_river, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
567, river, minecraft:frozen_river, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
568, river, minecraft:frozen_river, CREATURE, ars_nouveau:drygmy, 10, 1, 1
569, river, minecraft:frozen_river, CREATURE, betteranimalsplus:goose, 15, 2, 5
570, river, minecraft:frozen_river, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
571, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
572, river, minecraft:frozen_river, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
573, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
574, river, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
575, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
576, river, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
577, river, minecraft:frozen_river, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
578, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
579, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
580, river, minecraft:frozen_river, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
581, river, minecraft:frozen_river, WATER_AMBIENT, upgrade_aquatic:pike, 11, 1, 2
582, river, minecraft:frozen_river, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
583, river, minecraft:frozen_river, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
584, icy, minecraft:snowy_tundra, MONSTER, minecraft:spider, 80, 4, 4
585, icy, minecraft:snowy_tundra, MONSTER, minecraft:zombie, 68, 4, 4
586, icy, minecraft:snowy_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
587, icy, minecraft:snowy_tundra, MONSTER, minecraft:skeleton, 18, 4, 4
588, icy, minecraft:snowy_tundra, MONSTER, minecraft:creeper, 80, 4, 4
589, icy, minecraft:snowy_tundra, MONSTER, minecraft:slime, 80, 4, 4
590, icy, minecraft:snowy_tundra, MONSTER, minecraft:enderman, 5, 1, 4
591, icy, minecraft:snowy_tundra, MONSTER, minecraft:witch, 5, 1, 1
592, icy, minecraft:snowy_tundra, MONSTER, minecraft:stray, 80, 4, 4
593, icy, minecraft:snowy_tundra, MONSTER, thermal:blizz, 10, 1, 3
594, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:iceologer, 10, 1, 1
595, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:wraith, 10, 1, 1
596, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
597, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:illusioner, 10, 1, 1
598, icy, minecraft:snowy_tundra, MONSTER, geode:redstonegeode, 30, 1, 1
599, icy, minecraft:snowy_tundra, MONSTER, geode:quartzgeode, 45, 1, 1
600, icy, minecraft:snowy_tundra, MONSTER, geode:lapisgeode, 35, 1, 1
601, icy, minecraft:snowy_tundra, MONSTER, geode:irongeode, 40, 1, 1
602, icy, minecraft:snowy_tundra, MONSTER, geode:goldgeode, 35, 1, 1
603, icy, minecraft:snowy_tundra, MONSTER, geode:glowstonegeode, 45, 1, 1
604, icy, minecraft:snowy_tundra, MONSTER, geode:emeraldgeode, 45, 1, 1
605, icy, minecraft:snowy_tundra, MONSTER, geode:diamondgeode, 25, 1, 1
606, icy, minecraft:snowy_tundra, MONSTER, geode:coalgeode, 50, 1, 1
607, icy, minecraft:snowy_tundra, MONSTER, mowziesmobs:grottol, 10, 1, 1
608, icy, minecraft:snowy_tundra, MONSTER, alexsmobs:centipede_head, 10, 1, 1
609, icy, minecraft:snowy_tundra, MONSTER, alexsmobs:centipede_head, 10, 1, 1
610, icy, minecraft:snowy_tundra, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
